"Product Name"," Product Code"," Expected"," Counted"
"M Perfect Cover Bb Cream No-23 (50Ml)",MSH1016,2,
"M Perfect Cover Bb Cream No-27 (50Ml)",MSH1020,3,
"Deep Sea Pure Water Cream (50G)",PRT1012,0,
"Camu Camu Blemish Care Serum 50 ml",BLF1003,1,
"Cica 7 Relief Kit - Pure Fit Cica Cream 15 ml",Others1,2,
"Cica 7 Relief Kit - Pure Fit Cica Serum 10 ml","Others 2",2,
"Cica 7 Relief Kit - Pure Fit Cica Toner 30 ml",Others3,2,
"Honey Glow Kit - Full fit Propolis Light Ampoule 10 ml",Others4,0,
"Honey Glow Kit - Full Fit Propolis Light Cream 15 ml",Others5,1,
"Honey Glow Kit - Full Fit Propolis Synergy Toner 30 ml",Others6,2,
"Hyaluronic Acid Moist Cream(Sample)",ISN7003,0,
"Hyaluronic Acid Aqua Gel Cream (Renewed) 2Ml (Sample)",ISN7001,0,
"Miracle Seed Essence (160ml)",PMR1001,0,
"Hydra Enriched Ampoule (30ml)",BWD1020,1,
"Beauty Water (340 Ml)",SNP1002,0,
"Hyal Reyouth Moist Sun - 50ml",DCL1043,5,
"Pro Balance Biotics Moisturizer - 100ml",DCL1044,4,
"Scalp Dx Voluming Treatment - 200ml",DCL1045,4,
"Hyal Reyouth Lifting Mask 23 Ml",DCL1011,15,
"Vita Propolis Anti Oxidant Mask 30 Ml",DCL1042,17,
"Rice Foam Cleansing (150Ml)",SKM1004,5,
"HYAL REYOUTH TONER 120ML(Sample-1 ml)",DCL7009,17,
"HyalL Reyouth Night Cream (Sample-1 ml)",DCL7010,19,
"Scalp Dx Scaling Shampoo : 5 Ml",DCL7006,12,
"Snail Truecica Miracle Repair Serum (50Ml)",SBM1030,4,
